index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
57259,407-5814732-9549158,05-25-22,Shipped,Amazon,Amazon.in,Expedited,SET254,SET254-KR-NP-XXL,Set,XXL,B0983DCNY3,Shipped,1,INR,886.0,NAVI MUMBAI,MAHARASHTRA,400703.0,IN,,False,,False
12804,404-5344837-1564354,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,J0014,J0014-LCD-M,Set,M,B0894XW4QF,Unshipped,1,INR,1648.0,SULYA,KARNATAKA,574232.0,IN,,False,,
113885,402-3398597-4088310,06-11-22,Shipped,Amazon,Amazon.in,Expedited,JNE3757,JNE3757-KR-XXL,kurta,XXL,B099NPK5DS,Shipped,1,INR,487.0,Vadodara,Gujarat,390022.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
8954,402-3472022-0065902,04-25-22,Shipped,Amazon,Amazon.in,Expedited,J0198,J0198-TP-XL,Top,XL,B0986YD8K8,Shipped,1,INR,588.0,GANDHINAGAR,Gujarat,382007.0,IN,,False,,
59205,407-2272479-0956311,05-24-22,Shipped,Amazon,Amazon.in,Expedited,SET402,SET402-KR-NP-XXL,Set,XXL,B09VC57SBH,Shipped,1,INR,988.0,Indore,MADHYA PRADESH,452016.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
53286,408-8840912-2649125,05-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3554,JNE3554-KR-L,kurta,L,B08MXBV2CM,Shipped,1,INR,517.0,BENGALURU,KARNATAKA,560079.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-CAK4QZ7KEFRQU,Amazon PLCC Free-Financing Universal Merchant AAT-YZJ5BRTPINRLK,Amazon PLCC Free-Financing Universal Merchant AAT-SNWJTEAZA2JRI,Amazon PLCC Free-Financing Universal Merchant AAT-BBJ6FVTP3QKBO,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
22714,404-1431485-2670727,04-17-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,MOHALI,PUNJAB,140301.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
119772,403-4578898-4306751,06-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET332,SET332-KR-PP-S,Set,S,B09NQ33VW2,Unshipped,1,INR,525.0,TUNI,ANDHRA PRADESH,533401.0,IN,,False,,False
92220,402-7527446-6918768,06-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3674,JNE3674-TU-M,Top,M,B094368WZ8,Shipped,1,INR,574.0,JAIPUR,RAJASTHAN,302021.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
48143,405-9856136-1605135,04-01-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-L,Set,L,B09RP8WLNY,Shipped,1,INR,1129.0,JUTOGH,HIMACHAL PRADESH,171011.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
63988,403-4016769-1933939,05-19-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,Shipped,1,INR,771.0,MUMBAI,MAHARASHTRA,400086.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
60456,408-0886230-5773130,05-22-22,Shipped,Amazon,Amazon.in,Expedited,SET364,SET364-KR-NP-XXL,Set,XXL,B09QJ5BYM8,Shipped,1,INR,1338.0,BHUBANESWAR,ODISHA,751018.0,IN,,False,,False
36218,407-1841065-3669906,04-09-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399.0,PIMPRI CHINCHWAD,MAHARASHTRA,412105.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
71027,406-1217347-8009118,05-14-22,Cancelled,Merchant,Amazon.in,Standard,SET269,SET269-KR-NP-XL,Set,XL,B0983CBSJ3,,0,INR,784.76,NEW DELHI,DELHI,110009.0,IN,,False,Easy Ship,False
71844,405-3170634-8893168,05-13-22,Shipped,Amazon,Amazon.in,Expedited,SET266,SET266-KR-NP-XXXL,Set,3XL,B09BQLFL7M,Shipped,1,INR,852.0,MUMBAI,MAHARASHTRA,400028.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
103488,402-6985555-3875525,06-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,Shipped,1,INR,735.0,NAVI MUMBAI,MAHARASHTRA,400703.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-7L53RVBBSPI3S,Amazon PLCC Free-Financing Universal Merchant AAT-FXGH5APHPAWRQ,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
84091,402-1480742-1400339,05-04-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XXL,Western Dress,XXL,B09831KKVG,Shipped,1,INR,791.0,PATNA,BIHAR,800014.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
116906,405-2440498-1907538,06-09-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-XL,Top,XL,B099S87FTK,Shipped,1,INR,693.0,BENGALURU,KARNATAKA,560066.0,IN,,False,,False
88203,171-7222731-4739505,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0113,J0113-TP-M,Top,M,B08V19JZ2F,Shipped,1,INR,574.0,NEW DELHI,DELHI,110096.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
2813,402-2379252-5068345,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-L,Western Dress,L,B098315N2Z,Shipped,1,INR,744.0,NEW DELHI,DELHI,110059.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
52637,408-4018747-4459524,05-29-22,Shipped,Amazon,Amazon.in,Expedited,J0117,J0117-TP-XS,Top,XS,B08N44NRDT,Shipped,1,INR,545.0,NEW DELHI,DELHI,110075.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
109803,407-9038527-8333161,06-14-22,Shipped,Amazon,Amazon.in,Expedited,NW013,NW013-ST-SR-XL,Set,XL,B0928XJ3BS,Shipped,1,INR,475.0,BENGALURU,KARNATAKA,560045.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
226,407-4936046-5852304,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-XXL,Set,XXL,B09RKD8HQJ,,0,INR,1249.11,GURUGRAM,HARYANA,122001.0,IN,,False,Easy Ship,
40119,404-3008038-8191521,04-06-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3836,JNE3836-KR-XXL,kurta,XXL,B09RKB4VDD,Shipped,1,INR,635.0,MUMBAI,MAHARASHTRA,400078.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-275LMAQ3T5REI,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
23621,402-7540172-2041939,04-16-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Shipped,1,INR,563.0,SURAT,Gujarat,394330.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
17947,171-0282434-6767537,04-19-22,Shipped,Amazon,Amazon.in,Expedited,JNE3351,JNE3351-KR-XL,kurta,XL,B07WS16X57,Shipped,1,INR,284.0,GHAZIABAD,UTTAR PRADESH,201017.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
83142,406-8258071-9573952,05-04-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XXXL,Set,3XL,B09NQ4C51C,Shipped,1,INR,597.0,SAKLESHPUR,KARNATAKA,573134.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
117459,406-5512438-5073915,06-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3860,JNE3860-DR-XXXL,Western Dress,3XL,B09SDYFGMR,Shipped,1,INR,614.0,NEW DELHI,DELHI,110059.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
91835,407-6956275-3881912,06-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,,0,,,KALADHUNGI,UTTARAKHAND,263139.0,IN,,False,Easy Ship,False
78275,171-9634835-5183517,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Unshipped,1,INR,613.0,BENGALURU,KARNATAKA,560068.0,IN,,False,,False
43367,171-2353948-8112322,04-04-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE2100,PJNE2100-KR-N-6XL,kurta,6XL,B09LD3PMBT,Shipped,1,INR,452.0,Bangalore,KARNATAKA,560029.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
58042,404-4246614-9175529,05-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3753,JNE3753-KR-XXXL,kurta,3XL,B09K3XM19N,Shipped,1,INR,475.0,New Delhi,DELHI,110067.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
34066,402-0349789-5135535,04-10-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5002,MEN5002-KR-XL,kurta,XL,B08YYZCTJX,Shipped,1,INR,499.0,SOLAPUR,MAHARASHTRA,413004.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
49254,407-2802372-0739549,05-31-22,Shipped,Amazon,Amazon.in,Expedited,J0376,J0376-SKD-S,Set,S,B09QJ3BDVW,Shipped,1,INR,1063.0,BENGALURU,KARNATAKA,560068.0,IN,,False,,False
100976,408-0571613-8837920,06-21-22,Shipped,Amazon,Amazon.in,Standard,SET351,SET351-KR-NP-M,Set,M,B09KXV7YB4,Shipped,1,INR,0.0,AHMEDABAD,Gujarat,380052.0,IN,,False,,False
56281,408-7729555-8393131,05-26-22,Shipped,Amazon,Amazon.in,Expedited,J0401,J0401-DR-S,Western Dress,S,B09SDYGHX3,Shipped,1,INR,885.0,BENGALURU,KARNATAKA,560067.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
93183,406-8965857-5304342,06-27-22,Shipped,Amazon,Amazon.in,Expedited,SET316,SET316-KR-DPT-XL,Set,XL,B09KXSW54F,Shipped,1,INR,1238.0,BENGALURU,KARNATAKA,560054.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
106588,171-7011790-0125903,06-16-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2171,JNE2171-KR-437-XS,kurta,XS,B07FTL9GTF,Unshipped,1,INR,518.0,AJMER,RAJASTHAN,305003.0,IN,,False,,False
53018,403-4530145-6725966,05-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-S,kurta,S,B09K3WHHR1,Shipped,1,INR,432.0,Bengaluru,KARNATAKA,560078.0,IN,,False,,False
125685,404-1587303-1384301,06-03-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XXL,kurta,XXL,B099FDH3P2,Shipped,1,INR,292.0,HOWRAH,WEST BENGAL,711105.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-Z7SKZOEIDWRU4,Amazon PLCC Free-Financing Universal Merchant AAT-SYBM7O5OQIPGQ,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
103129,402-0618317-8119542,06-19-22,Shipped,Amazon,Amazon.in,Expedited,MEN5018,MEN5018-KR-XXXL,kurta,3XL,B08YZ1YL7X,Shipped,1,INR,635.0,Durgapur,WEST BENGAL,713202.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
88687,403-6449135-6665163,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0170,J0170-TP-A-M,Top,M,B08N4H8GCZ,Shipped,1,INR,329.0,PUNE,MAHARASHTRA,411057.0,IN,,False,,False
45259,171-0658734-0912308,04-03-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5014,MEN5014-KR-L,kurta,L,B08YYTZRBY,Shipped,1,INR,495.0,KANPUR,UTTAR PRADESH,208024.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
103980,403-4019937-0197163,06-18-22,Shipped,Amazon,Amazon.in,Expedited,SET413,SET413-KR-NP-S,Set,S,B09RKDX3Z1,Shipped,1,INR,699.0,CHENNAI,TAMIL NADU,600018.0,IN,,False,,False
17359,408-6572914-5649942,04-20-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3400,JNE3400-KR-XXL,kurta,XXL,B083SNBTL8,Shipped,1,INR,459.0,AHMEDABAD 380014,Gujarat,380014.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
36377,404-2808548-2443531,04-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3443,JNE3443-KR-L,kurta,L,B081WWR2MN,Shipped,1,INR,487.0,CHANDIGARH,CHANDIGARH,160047.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
69337,402-5897237-6456368,05-15-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-L,Top,L,B08RYQQD6Z,Shipped,1,INR,574.0,TANDA RAMPUR DISTRICT,UTTAR PRADESH,244925.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
120632,402-8280678-1332335,06-06-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XL,Top,XL,B08RYPWC3J,Shipped,1,INR,758.0,Pune,MAHARASHTRA,411038.0,IN,,False,,False
125498,406-7381996-5653916,06-03-22,Shipped,Amazon,Amazon.in,Expedited,SET232,SET232-KR-PP-XXL,Set,XXL,B08MYW7YSS,Shipped,1,INR,480.0,Mumbai,MAHARASHTRA,400053.0,IN,,False,,False
